1:	S=["Lady", "Grizel", "Baillie", "(\"née\"", "Hume;", "25", "December", "1665", "–", "6", "December", "1746)", "was", "a", "Scottish", "songwriter."]
	M=[[26, "Winter Olympic Games"], [29, "Cortina d'Ampezzo"], [53, "1944 Winter Olympics"], [57, "Montreal"], [59, "Colorado Springs, Colorado"], [61, "Lake Placid, New York"]]
4014:	S=["Madam", ",", "or,", "as", "French,", "madame", "or", "mə-dam',", "is", "a", "polite", "form", "of", "address", "for", "women,", "often", "contracted", "to", "ma'am", ".", "The", "abbreviation", "is", "\"Mme\"", "and", "the", "plural", "is", "\"mesdames\"", "(abbreviated", "Mmes).", "The", "term", "was", "borrowed", "from", "the", "French", "\"madame\"", "(),", "which", "means", "\"my", "lady\"."]
	M=[[38, "French language"]]
4015:	S=["Until", "the", "Meiji Restoration", ",", "the", "area", "of", "Fukushima", "prefecture", "was", "part", "of", "what", "was", "known", "as", "Mutsu Province", "."]
	M=[[2, "Meiji Restoration"], [16, "Mutsu Province"]]
4016:	S=["Län", "(", "Swedish", ",", ")", "and", "lääni", "(", "Finnish", ",", ")", "refer", "to", "the", "administrative", "divisions", "used", "in", "Sweden", "and", "previously", "in", "Finland", ".", "The", "provinces", "of", "Finland", "were", "abolished", "on", "January", "1,", "2010."]
	M=[[2, "Swedish language"], [8, "Finnish language"], [18, "Sweden"], [22, "Finland"]]
4017:	S=["Dr.", "John", "\"Jack\"", "Edward", "Lovelock,", "MB ChB", ",", "(5", "January", "1910", "–", "28", "December", "1949)", "was", "a", "New", "Zealand", "athlete", ",", "and", "the", "1936 Olympic", "champion", "in", "the", "1500 metres", "."]
	M=[[5, "Bachelor of Medicine, Bachelor of Surgery"], [18, "Track and field athletics"], [22, "1936 Summer Olympics"], [26, "1500 metres"]]
4018:	S=["Pécs", "(;", "known", "by", "alternative names", ")", "is", "the fifth largest city", "of", "Hungary", ",", "located", "on", "the", "slopes", "of", "the", "Mecsek", "mountains", "in", "the", "south-west", "of", "the", "country,", "close", "to", "its", "border", "with", "Croatia", ".", "It", "is", "the", "administrative", "and", "economical", "centre", "of", "Baranya County", ".", "Pécs", "is", "also", "the", "seat", "of", "the", "Roman Catholic Diocese of Pécs", "."]
	M=[[4, "Pécs"], [7, "List of cities and towns in Hungary"], [9, "Hungary"], [17, "Mecsek"], [30, "Croatia"], [40, "Baranya County"], [49, "Roman Catholic Diocese of Pécs"]]
4019:	S=["Clifford", "Henry", "Benn", "Kitchin", "(17", "October", "1895", "–", "4", "April", "1967)", "was", "a", "British", "novelist", "of", "the", "early", "twentieth", "century.", "He", "was", "best", "known", "for", "his", "four", "mystery", "novels", "featuring", "the", "sleuth", "Malcolm", "Warren", "(\"Death", "of", "My", "Aunt\",", "\"Crime", "at", "Christmas\",", "\"Death", "of", "His", "Uncle\",", "and", "\"The", "Cornish", "Fox\"),", "but", "his", "other", "novels", "were", "also", "highly", "regarded,", "especially", "by", "other", "writers.", "His", "best-known", "novels", "are", "\"The", "Auction", "Sale\",", "\"Streamers", "Waving\",", "and", "\"Mr.", "Balcony\".", "He", "was", "one", "of", "Francis King", "'s", "two", "mentors,", "the", "other", "being", "J. R. Ackerley", ".", "His", "other", "works", "include", "\"Book", "of", "life\"", "and", "\"Jumping", "Joan\"."]
	M=[[77, "Francis King"], [84, "J. R. Ackerley"]]
4020:	S=["In", "behavioral psychology", ",", "reinforcement", "is", "a", "consequence", "that", "will", "strengthen", "an", "organism's", "future", "behavior", "whenever", "that", "behavior", "is", "preceded", "by", "a", "specific", "antecedent stimulus", ".", "This", "strengthening", "effect", "may", "be", "measured", "as", "a", "higher", "frequency", "of", "behavior", "(e.g.,", "pulling", "a", "lever", "more", "frequently),", "longer", "duration", "(e.g.,", "pulling", "a", "lever", "for", "longer", "periods", "of", "time),", "greater", "magnitude", "(e.g.,", "pulling", "a", "lever", "with", "greater", "force),", "or", "shorter", "latency", "(e.g.,", "pulling", "a", "lever", "more", "quickly", "following", "the", "antecedent", "stimulus)."]
	M=[[1, "Behaviorism"], [6, "Operant conditioning"], [22, "Antecedent (behavioral psychology)"]]
4021:	S=["Leon", "Klinghoffer", "(September", "24,", "1916", "–", "October", "8,", "1985)", "was", "a", "Jewish-American", "appliance", "manufacturer", "who", "was", "murdered", "and", "thrown", "overboard", "by", "Palestinian terrorists", "who", "hijacked", "the", "cruise", "ship", "\"", "Achille Lauro", "\"", "in", "1985."]
	M=[[21, "Palestinian terrorism"], [28, "MS Achille Lauro"]]
4022:	S=["Four", "ships", "of", "the", "United States Navy", "have", "been", "named", "Astoria,", "after", "the", "town", "of", "Astoria, Oregon", "."]
	M=[[4, "United States Navy"], [13, "Astoria, Oregon"]]
4023:	S=["Bernburg", "was", "a", "district", "in", "Saxony-Anhalt", ",", "Germany", ".", "It", "is", "bounded", "by", "(from", "the", "north", "and", "clockwise)", "the", "districts", "of", "Schönebeck", ",", "Köthen", ",", "Saalkreis", ",", "Mansfelder Land", "and", "Aschersleben-Staßfurt", "."]
	M=[[5, "Saxony-Anhalt"], [7, "Germany"], [21, "Schönebeck (district)"], [23, "Köthen (district)"], [25, "Saalkreis"], [27, "Mansfelder Land (district)"], [29, "Aschersleben-Staßfurt"]]
4024:	S=["Belgian", "cuisine", "is", "widely", "varied", "with", "significant", "regional", "variations", "while", "also", "reflecting", "the", "cuisines", "of", "neighbouring", "France", ",", "Germany", "and", "the", "Netherlands", ".", "It", "is", "sometimes", "said", "that", "Belgian", "food", "is", "served", "in", "the", "quantity", "of", "German", "cuisine", "but", "with", "the", "quality", "of", "French", "food.", "Outside", "the", "country,", "Belgium", "is", "best", "known", "for", "its", "chocolate,", "waffles,", "fries", "and", "beer."]
	M=[[16, "France"], [18, "Germany"], [21, "Netherlands"]]
4025:	S=["The", "second", "USS", "\"Astoria\"", "(CL/CA-34)", "was", "a", "United States Navy", "that", "participated", "in", "both", "the", "Battle of the Coral Sea", "and", "the", "Battle of Midway", ",", "but", "was", "then", "sunk", "in", "August", "1942", "at", "the", "Battle of Savo Island", ".", "Originally,", "\"Astoria\"", "was", "the", "lead", "ship", "of", "the", "\"Astoria\"-class", "of", "cruisers,", "as", "she", "was", "the", "first", "ship", "of", "that", "class", "to", "be", "laid", "down,", "but", "received", "a", "hull", "number", "higher", "than", "because", "she", "was", "launched", "second.", "Early", "in", "1943,", "after", "\"Astoria\"", "had", "been", "sunk,", "the", "remaining", "ships", "of", "this", "class", "were", "refit", "and", "reclassified."]
	M=[[7, "United States Navy"], [13, "Battle of the Coral Sea"], [16, "Battle of Midway"], [27, "Battle of Savo Island"]]
4026:	S=["Denis", "Mostyn", "Norden,", "(born", "6", "February", "1922)", "is", "a", "retired", "English", "comedy", "writer", "and", "television", "presenter.", "After", "an", "early", "career", "working", "in", "cinemas,", "he", "began", "scriptwriting", "during", "the", "Second World War", ".", "From", "1948", "to", "1959,", "he", "co-wrote", "the", "successful", "BBC", "Radio", "comedy", "programme", "\"", "Take It From Here", "\"", "with", "Frank Muir", ".", "Muir", "and", "Norden", "remained", "associated", "for", "more", "than", "50", "years:", "after", "they", "stopped", "collaborating", "on", "scripts,", "they", "appeared", "regularly", "together", "on", "radio", "panel", "programmes", "\"", "My Word!", "\"", "and", "\"", "My Music", "\"."]
	M=[[28, "Second World War"], [43, "Take It From Here"], [46, "Frank Muir"], [73, "My Word!"], [77, "My Music (radio)"]]
4027:	S=["Kalasin", "(,", ")", "is", "one", "of", "the", "northeast", "(", "Isan", ")", "provinces", "(\"changwat\")", "of", "Thailand", ".", "The", "province", "was", "established", "by", "the", ",", "and", "it", "came", "into", "existence", "on", "1", "October", "1947."]
	M=[[9, "Isan"], [11, "Provinces of Thailand"], [14, "Thailand"]]
4028:	S=["Foot", "Loose", "&", "Fancy", "Free", "is", "Rod Stewart", "'s", "eighth", "album,", "released", "in", "November", "1977", "on", "Riva", "Records", "in", "the", "UK", "and", "Warner", "Bros", "in", "the", "US."]
	M=[[6, "Rod Stewart"]]
4029:	S=["A", "Night", "on", "the", "Town", "is", "Rod Stewart", "'s", "seventh", "album,", "released", "in", "1976.", "The", "cover", "art", "is", "based", "on", "Pierre-Auguste Renoir", "'s", "painting", "\"", "Bal du moulin de la Galette", "\",", "with", "Stewart", "inserted", "in", "the", "centre", "in", "period", "costume.", "On", "30", "June", "2009,", "Rhino", "reissued", "the", "album", "as", "a", "two-disc", "CD", "with", "bonus", "tracks.", "Stewart", "performed", "\"Big", "Bayou\"", "regularly", "with", "The Faces", "during", "their", "final", "US", "tour", "the", "previous", "year,", "although", "that", "version", "was", "based", "on", "the", "one", "Ronnie Wood", "released", "on", "his", "solo", "album,", "\"", "Now Look", "\".", "\"A", "Night", "on", "the", "Town\"", "was", "Stewart's", "last", "UK", "number-one", "album", "until", "\"", "Time", "\"", "in", "2013."]
	M=[[6, "Rod Stewart"], [19, "Pierre-Auguste Renoir"], [23, "Bal du moulin de la Galette"], [55, "Faces (band)"], [72, "Ronnie Wood"], [79, "Now Look"], [94, "Time (Rod Stewart album)"]]
4030:	S=["Atlantic", "Crossing", "is", "Rod Stewart's", "sixth", "album,", "released", "in", "1975.", "It", "peaked", "at", "number", "one", "in", "the", "UK", "(his", "fifth", "solo", "album", "to", "do", "so),", "and", "number", "nine", "on", "the", "\"", "Billboard", "\"", "Top", "Pop", "Albums", "chart."]
	M=[[3, "Rod Stewart"], [30, "Billboard (magazine)"]]
4031:	S=["French", "Canada", "is", "the", "Francophone", "population", "of", "Canada", ",", "centred", "in", "Quebec", ",", "which", "consists", "of", "cultural,", "linguistic,", "and", "historical", "groups", "distinguishable", "from", "those", "of", "English Canada", "."]
	M=[[4, "Francophone"], [7, "Canada"], [11, "Quebec"], [25, "English Canada"]]
4032:	S=["The", "Royal", "Irish", "Constabulary", "(RIC,", "Irish", ":", "\"Constáblacht", "Ríoga", "na", "hÉireann\")", "was", "the", "armed", "police", "force", "of", "the", "United", "Kingdom", "in", "Ireland", "from", "the", "early", "nineteenth", "century", "until", "1922.", "A", "separate", "civic", "police", "force,", "the", "unarmed", "Dublin Metropolitan Police", "controlled", "the", "capital,", "and", "the", "cities", "of", "Derry", "and", "Belfast", ",", "originally", "with", "their", "own", "police", "forces,", "later", "had", "special", "divisions", "within", "the", "RIC.", "About", "seventy-five", "percent", "of", "the", "RIC", "were", "Roman Catholic", "and", "about", "twenty-five", "percent", "were", "of", "various", "Protestant", "denominations,", "the", "Catholics", "mainly", "constables", "and", "the", "Protestants", "officers.", "The", "RIC's", "successful", "system", "of", "policing", "influenced", "the", "armed", "Canadian", "North-West Mounted Police", "(predecessor", "of", "the", "Royal Canadian Mounted Police", "),", "the", "armed", "Victoria Police", "force", "in", "Australia,", "and", "the", "armed", "Royal Newfoundland Constabulary", "in", "Newfoundland", ".", "In", "consequence", "of", "the", "Anglo-Irish Treaty", ",", "the", "RIC", "was", "disbanded", "in", "1922", "and", "was", "replaced", "by", "the", "Garda Síochána", "in", "the", "Irish Free State", "and", "the", "Royal Ulster Constabulary", "in", "Northern Ireland", "."]
	M=[[5, "Irish language"], [36, "Dublin Metropolitan Police"], [44, "Derry"], [46, "Belfast"], [68, "Roman Catholic"], [76, "Protestant"], [96, "North-West Mounted Police"], [100, "Royal Canadian Mounted Police"], [104, "Victoria Police"], [111, "Royal Newfoundland Constabulary"], [113, "Newfoundland (island)"], [119, "Anglo-Irish Treaty"], [132, "Garda Síochána"], [135, "Irish Free State"], [138, "Royal Ulster Constabulary"], [140, "Northern Ireland"]]
4033:	S=["My", "Night", "with", "Reg", "is", "a", "play", "by", "British", "playwright", "Kevin Elyot", "which", "was", "produced", "in", "1994", "by", "the", "Royal Court Theatre", ",", "London,", "directed", "by", "Roger Michell", ".", "The", "production", "later", "transferred", "to", "the", "West End", "."]
	M=[[10, "Kevin Elyot"], [18, "Royal Court Theatre"], [23, "Roger Michell"], [31, "West End theatre"]]
4034:	S=["Skylight", "is", "a", "means", "of", "daylighting."]
	M=[[0, "Skylight"]]
4035:	S=["Al", "Ain", "(,", ",", "literally", "\"The", "Spring\"),", "also", "known", "as", "the", "\"Garden", "City\"", "due", "to", "its", "greenery,", "is", "the", "second", "largest", "city", "in", "the", "Emirate of Abu Dhabi", "and", "the", "fourth", "largest", "city", "in", "the", "United Arab Emirates", ".", "With", "a", "population", "of", "568,221", "(2010),", "it", "is", "located", "approximately", "east", "of", "the", "capital", "Abu Dhabi", "and", "about", "south", "of", "Dubai", ".", "Al-`Ain", "is", "the", "birthplace", "of", "Sheikh Zayed bin Sultan Al Nahyan", ",", "the", "first", "president", "of", "the", "United", "Arab", "Emirates,", "and", "it", "has", "the", "country's", "highest", "number", "of", "Emirati", "nationals."]
	M=[[24, "Abu Dhabi (emirate)"], [32, "United Arab Emirates"], [48, "Abu Dhabi"], [53, "Dubai"], [60, "Sheikh Zayed bin Sultan Al Nahyan"]]
4036:	S=["Sidney", "Sussex", "College", "(referred", "to", "informally", "as", "\"Sidney\")", "is", "a", "constituent college", "of", "the", "University of Cambridge", "in", "England", ".", "The", "college", "was", "founded", "in", "1596", "under", "the", "terms", "of", "the", "will", "of", "Frances Sidney, Countess of Sussex", "(1531–1589)", "and", "named", "after", "its", "foundress.", "It", "was", "from", "its", "inception", "an", "avowedly", "Protestant", "foundation;", "\"some", "good", "and", "godlie", "moniment", "for", "the", "mainteynance", "of", "good", "learninge\".", "In", "her", "will,", "Lady", "Sussex", "left", "the", "sum", "of", "£5,000", "together", "with", "some", "plate", "to", "found", "a", "new", "college", "at", "Cambridge", "University", "\"to", "be", "called", "the", "Lady", "Frances", "Sidney", "Sussex", "College\".", "Her", "executors", "Sir John Harington", "and", "Henry Grey, 6th Earl of Kent", ",", "supervised", "by", "Archbishop", "John Whitgift", ",", "founded", "the", "college", "seven", "years", "after", "her", "death."]
	M=[[10, "Colleges of the University of Cambridge"], [13, "University of Cambridge"], [15, "England"], [30, "Frances Sidney, Countess of Sussex"], [44, "Protestant"], [90, "John Harington, 1st Baron Harington of Exton"], [92, "Henry Grey, 6th Earl of Kent"], [97, "John Whitgift"]]
4037:	S=["Patricia", "Reilly", "Giff", "(born", "April", "26,", "1935,", "Brooklyn", ",", "New York", ",", "United", "States)", "is", "an", "American", "author", "and", "teacher.", "She", "was", "educated", "at", "Marymount College", ",", "where", "she", "was", "awarded", "a", "B.A.", "degree,", "and", "St. John's University", ",", "where", "she", "earned", "an", "M.A.", "and", "Hofstra University", ",", "where", "she", "was", "awarded", "a", "Professional", "Diploma", "in", "Reading", "and", "a", "Doctorate", "of", "Humane", "Letters.", "After", "spending", "some", "twenty", "years", "as", "a", "full-time", "teacher,", "she", "began", "writing,", "specializing", "in", "children's", "literature.", "Giff", "now", "resides", "in", "Trumbull, Connecticut", ",", "along", "with", "her", "husband", "Jim", "and", "their", "three", "children.", "Giff's", "writing", "workshops", "have", "influenced", "other", "children's", "authors", "such", "as", "Tony Abbott", "and", "Elise Broach", "."]
	M=[[7, "Brooklyn"], [9, "New York"], [23, "Marymount Manhattan College"], [33, "St. John's University, New York"], [41, "Hofstra University"], [78, "Trumbull, Connecticut"], [99, "Tony Abbott (author)"], [101, "Elise Broach"]]
4038:	S=["The", "Latin", "Patriarch", "of", "Constantinople", "was", "an", "office", "established", "as", "a", "result", "of", "Crusader", "activity", "in", "the", "Near East", ".", "The", "title", "should", "not", "be", "confused", "with", "that", "of", "the", "(", "Orthodox", ")", "Patriarch of Constantinople", ",", "an", "office", "which", "existed", "before", "and", "after."]
	M=[[13, "Crusaders"], [17, "Near East"], [30, "Eastern orthodoxy"], [32, "Patriarch of Constantinople"]]
4039:	S=["The", "Patriarchal", "Cathedral", "of", "St.", "Mary", "Major", "(", "or", "\"\")", "or", "simply", "Lisbon", "Cathedral", "is", "a", "Roman Catholic", "Cathedral", "located", "in", "Lisbon", ",", "Portugal", ".", "The", "oldest", "church", "in", "the", "city", "is", "the", "see", "of", "the", "Archdiocese of Lisbon", ".", "Since", "the", "beginning", "of", "the", "construction", "of", "the", "cathedral,", "in", "the", "year", "1147,", "the", "building", "has", "been", "modified", "several", "times", "and", "survived", "many", "earthquakes.", "It", "is", "nowadays", "a", "mix", "of", "different", "architectural", "styles.", "It", "is", "classified", "as", "a", "National", "Monument", "since", "1910."]
	M=[[16, "Roman Catholic"], [17, "Cathedral"], [20, "Lisbon"], [22, "Portugal"], [35, "Roman Catholic Archdiocese of Lisbon"]]
4040:	S=["Alan", "Currall", "(born", "1964)", "is", "a", "Scottish", "artist."]
	M=[[6, "Scotland"]]
4041:	S=["Carey", "Young", "(born", "1970)", "is", "a", "visual", "artist", "and", "teacher", "who", "incorporates", "a", "variety", "of", "media", "such", "as", "video,", "photography,", "performative", "events", "and", "installation", "into", "her", "art", "works,", "which", "investigate", "the", "increasing", "incorporation", "of", "the", "personal", "and", "public", "domains", "into", "the", "realm", "of", "the", "commercial", "world."]
	M=[[23, "Installation art"]]
4042:	S=["Lamb", "of", "God", "(,", "\"Amnos", "tou", "Theou\";", ")", "is", "a", "title", "for", "Jesus", "that", "appears", "in", "the", "Gospel of John", ".", "It", "appears", "at", ",", "where", "John the Baptist", "sees", "Jesus", "and", "exclaims,", "\"Behold", "the", "Lamb", "of", "God", "who", "takes", "away", "the", "sin", "of", "the", "world.\""]
	M=[[12, "Jesus"], [17, "Gospel of John"], [24, "John the Baptist"]]
4043:	S=["The", "Mountain", "()", "was", "a", "political", "group", "during", "the", "French Revolution", "whose", "members,", "called", "Montagnards,", "sat", "on", "the", "highest", "benches", "in", "the", "Assembly.", "They", "were", "the", "most", "radical", "group", "and", "opposed", "the", "Girondists", ".", "The", "term,", "which", "was", "first", "used", "during", "a", "session", "of", "the", "Legislative Assembly", ",", "came", "into", "general", "use", "in", "1793.", "Led", "by", "Maximilien Robespierre", ",", "the", "Montagnards", "unleashed", "the", "Reign of Terror", "in", "1794."]
	M=[[9, "French Revolution"], [31, "Girondists"], [44, "Legislative Assembly (France)"], [54, "Maximilien Robespierre"], [60, "Reign of Terror"]]
4044:	S=["The", "Champ", "de", "Mars", "(", ";", ")", "is", "a", "large", "public", "greenspace", "in", "Paris", ",", "France", ",", "located", "in", "the", "seventh \"arrondissement\"", ",", "between", "the", "Eiffel Tower", "to", "the", "northwest", "and", "the", "École Militaire", "to", "the", "southeast.", "The", "park", "is", "named", "after", "the", "Campus Martius", "(\"Mars", "Field\")", "in", "Rome", ",", "a", "tribute", "to", "the", "Latin name of the Roman God of war", ".", "The", "name", "also", "alludes", "to", "the", "fact", "that", "the", "lawns", "here", "were", "formerly", "used", "as", "drilling", "and", "marching", "grounds", "by", "the", "French", "military."]
	M=[[11, "Urban open space"], [13, "Paris"], [15, "France"], [20, "7ème arrondissement, Paris"], [24, "Eiffel Tower"], [30, "École Militaire"], [40, "Campus Martius"], [44, "Rome"], [50, "Mars (mythology)"]]
4045:	S=["Xishuangbanna,", "Sibsongbanna,", "or", "Sipsong", "Panna,", "abbreviated", "to", "Banna", "(full", "name:", "Tai Lü", ":", ";", ";", ",", "Sipsongpanna),", "is", "a", "Tai Lü", "autonomous prefecture", "in", "the", "extreme", "south", "of", "Yunnan", "Province,", "China.", "The", "prefectural", "seat", "is", "Jinghong", ",", "the", "largest", "settlement", "in", "the", "area", "and", "one", "that", "straddles", "the", "Mekong River", ",", "called", "the", "Lancang", "River", "in", "Chinese."]
	M=[[10, "Tai Lü"], [18, "Lu people"], [19, "Autonomous prefectures of China"], [25, "Yunnan"], [32, "Jinghong"], [45, "Mekong"]]
4046:	S=["Mohammed", "Qalamuddin", "(),", "an", "Afghan", "politician,", "served", "under", "the", "Taliban", "regime", "as", "deputy", "head", "of", "the", "Vice and Virtue Ministry", ".", "He", "also", "served", "as", "deputy", "minister", "of", "mosques", "and", "Hajj", ",", "and", "as", "head", "of", "the", "Afghan National Olympic Committee", "."]
	M=[[4, "Afghanistan"], [9, "Taliban"], [16, "Vice and Virtue Ministry"], [27, "Hajj"], [34, "Afghan National Olympic Committee"]]
4047:	S=["In", "most", "computer", "programming", "languages,", "a", "Boolean data type", "is", "a", "data", "type", "with", "only", "two", "possible", "values:", "true", "or", "false", "."]
	M=[[6, "Boolean data type"], [16, "Truth"], [18, "False (logic)"]]
4048:	S=["The", "Short", "Parliament", "was", "a", "Parliament of England", "that", "sat", "from", "13", "April", "to", "5", "May", "1640", "during", "the", "reign", "of", "King Charles I of England", ",", "so", "called", "because", "it", "lasted", "only", "three", "weeks."]
	M=[[5, "Parliament of England"], [19, "Charles I of England"]]
4049:	S=["Barthélemy", "Prosper", "Enfantin", "(8", "February", "1796", "–", "1", "September", "1864)", "was", "a", "French", "social reformer", ",", "one", "of", "the", "founders", "of", "Saint-Simonianism", ".", "He", "was", "also", "a", "proponent", "of", "a", "Suez canal", "."]
	M=[[12, "France"], [13, "Reform movement"], [20, "Saint-Simonianism"], [29, "Suez canal"]]
4050:	S=["Saint-Amand", "Bazard", "(18", "September", "1791", "–", "29", "July", "1832)", "was", "a", "French", "socialist,", "the", "founder", "of", "a", "secret", "society", "in", "France", "corresponding", "to", "the", "Carbonari", "of", "Italy", "."]
	M=[[24, "Carbonari"], [26, "Italy"]]
4051:	S=["Lake", "Winnipesaukee", "()", "is", "the", "largest", "lake", "in", "the", "U.S.", "state", "of", "New Hampshire", ",", "located", "in", "the", "Lakes Region", ".", "It", "is", "approximately", "long", "(northwest-southeast)", "and", "from", "wide", "(northeast-southwest),", "covering", "—", "when", "Paugus Bay", "is", "included—with", "a", "maximum", "depth", "of", ".", "The", "center", "area", "of", "the", "lake", "is", "called", "The Broads", "."]
	M=[[12, "New Hampshire"], [17, "Lakes Region (New Hampshire)"], [31, "Paugus Bay"], [47, "The Broads (New Hampshire)"]]
4052:	S=["Phitsanulok,", "one", "of", "Thailand", "'s", "seventy-six", "provinces,", "lies", "in", "lower", "northern", "Thailand,", "borders", "Sukhothai", "and", "Uttaradit", "on", "the", "north,", "Loei", "and", "Phetchabun", "in", "the", "east,", "and", "Phichit", "and", "Kamphaeng Phet", "to", "the", "south.", "In", "the", "northeast", "borders", "Laos", "."]
	M=[[3, "Thailand"], [13, "Sukhothai Province"], [15, "Uttaradit Province"], [19, "Loei Province"], [21, "Phetchabun Province"], [26, "Phichit Province"], [28, "Kamphaeng Phet Province"], [36, "Laos"]]
4053:	S=["North", "American", "describes", "any", "entity,", "people,", "group,", "or", "attribute", "of", "North America", ",", "especially", "of", "Mexico,", "United", "States,", "and", "Canada", "together."]
	M=[[10, "North America"]]
4054:	S=["Edward", "Bouverie", "Pusey", "(;", "22", "August", "1800", "–", "16", "September", "1882)", "was", "an", "English", "churchman,", "for", "more", "than", "fifty", "years", "Regius Professor of Hebrew", "at", "Christ Church, Oxford", ".", "He", "was", "one", "of", "the", "leaders", "of", "the", "Oxford Movement", "."]
	M=[[20, "Regius Professor of Hebrew (Oxford)"], [22, "Christ Church, Oxford"], [32, "Oxford Movement"]]
4055:	S=["Hugh", "James", "Rose", "(9", "June", "1795", "–", "22", "December", "1838)", "was", "an", "English", "churchman", "and", "theologian", "who", "served", "as", "the", "second", "Principal", "of", "King's College London", "."]
	M=[[21, "Principal (university)"], [23, "King's College London"]]
4056:	S=["James", "Harrison", "Rigg", "(16", "January", "1821", "–", "7", "April", "1909)", "was", "an", "English", "nonconformist", "minister", "and", "Methodist", "educator."]
	M=[[16, "Methodism"]]
4057:	S=["Tell", "England:", "A", "Study", "in", "a", "Generation", "is", "a", "novel", "written", "by", "Ernest Raymond", "and", "published", "in", "February", "1922", "in", "the", "United", "Kingdom", "about", "the", "First World War", "and", "the", "young", "men", "sent", "to", "fight", "in", "it.", "A film adaptation", "was", "released", "in", "1931", "under", "the", "title", "\"Tell", "Englፕand\".", "The", "book", "was", "much", "beloved,", "with", "forty", "editions", "printed", "by", "Cassell", "between", "1922–69", "prior", "to", "the", "first", "impression", "printed", "by", "Corgi", "in", "1973."]
	M=[[12, "Ernest Raymond"], [24, "First World War"], [34, "Tell England (film)"]]
4058:	S=["John", "Richard", "Hersey", "(June", "17,", "1914", "–", "March", "24,", "1993)", "was", "a", "Pulitzer Prize", "-winning", "American", "writer", "and", "journalist", "considered", "one", "of", "the", "earliest", "practitioners", "of", "the", "so-called", "New Journalism", ",", "in", "which", "storytelling", "techniques", "of", "fiction", "are", "adapted", "to", "non-fiction", "reportage.", "Hersey's", "account", "of", "the", "aftermath", "of", "the", "atomic", "bomb", "dropped", "on", "Hiroshima", ",", "Japan,", "was", "adjudged", "the", "finest", "piece", "of", "American", "journalism", "of", "the", "20th", "century", "by", "a", "36-member", "panel", "associated", "with", "New York University", "'s", "journalism", "department."]
	M=[[12, "Pulitzer Prize for Fiction"], [27, "New Journalism"], [41, "Hiroshima (book)"], [51, "Hiroshima"], [72, "New York University"]]
4059:	S=["Arthur", "Penrhyn", "Stanley", "(13", "December", "1815", "–", "18", "July", "1881)", "was", "an", "English", "churchman,", "Dean of Westminster", ",", "known", "as", "Dean", "Stanley.", "His", "position", "was", "that", "of", "a", "Broad", "Churchman", "and", "he", "was", "the", "author", "of", "works", "on", "Church History", "."]
	M=[[14, "Dean of Westminster"], [36, "History of Christianity"]]
4060:	S=["Birkenfeld", "(", "English", ":", "\"Birchfield\")", "is", "a", "district", "(\"Landkreis\")", "in", "Rhineland-Palatinate", ",", "Germany", ".", "Its", "seat", "is", "the", "town", "of", "Birkenfeld", ".", "It", "is", "bounded", "by", "(from", "the", "south", "and", "clockwise)", "the", "districts", "of", "Sankt Wendel", "(", "Saarland", "),", "Trier-Saarburg", ",", "Bernkastel-Wittlich", ",", "Rhein-Hunsrück", ",", "Bad Kreuznach", "and", "Kusel", "."]
	M=[[2, "English language"], [10, "Rhineland-Palatinate"], [12, "Germany"], [20, "Birkenfeld"], [34, "Sankt Wendel (district)"], [36, "Saarland"], [38, "Trier-Saarburg"], [40, "Bernkastel-Wittlich"], [42, "Rhein-Hunsrück"], [44, "Bad Kreuznach (district)"], [46, "Kusel (district)"]]
4061:	S=["George", "Granville", "Bradley", "(11", "December", "1821", "–", "13", "March", "1903)", "was", "an", "English", "divine", ",", "scholar,", "and", "schoolteacher,", "who", "was", "Dean of Westminster", "(1881–1902)."]
	M=[[12, "England"], [13, "Anglicanism"], [20, "Dean of Westminster"]]
4062:	S=["Northampton", "is", "the", "county", "town", "of", "Northamptonshire", "in", "England."]
	M=[[0, "Northampton"], [6, "Northamptonshire"]]
4063:	S=["George", "Edward", "Lynch", "Cotton", "(29", "October", "1813", "–", "6", "October", "1866)", "was", "an", "English", "educator", "and", "clergyman,", "known", "for", "his", "connections", "with", "British India", "and", "the", "public school", "system."]
	M=[[22, "British India"], [25, "Public school (UK)"]]
4064:	S=["Charles", "John", "Vaughan", "(16", "August", "1816", "–", "15", "October", "1897),", "was", "an", "English", "scholar", "and", "Anglican", "churchman."]
	M=[[12, "England"]]
4065:	S=["John", "Saul", "Howson", "(May", "5,", "1816", "–", "1885),", "English", "divine", ",", "was", "born", "at", "Giggleswick-on-Craven", ",", "Yorkshire", "."]
	M=[[9, "Anglicanism"], [14, "Giggleswick"], [16, "Yorkshire"]]
4066:	S=["Renn", "Dickson", "Hampden", "(1793", "–", "23", "April", "1868),", "was", "an", "English", "Anglican", "clergyman", "whose", "selection", "as", "Bishop of Hereford", "formed", "a", "minor", "\"cause", "celebre\"", "in", "Victorian", "religious", "controversies."]
	M=[[10, "England"], [16, "Bishop of Hereford"]]
